2016-03-15T22:11:07,1458047467,update_hourly_cpa,memory,0.14
2016-03-15T22:11:07,1458047467,update_hourly_cpc,memory,0.14
2016-03-15T22:11:07,1458047467,update_hourly_cpa,cpu,6.00
2016-03-15T22:11:07,1458047467,update_hourly_cpc,cpu,6.00
2016-03-15T22:18:06,1458047886,update_hourly_cpa,cpu,6.00
2016-03-15T22:18:06,1458047886,update_hourly_cpc,cpu,6.00
2016-03-15T22:18:06,1458047886,update_hourly_cpa,memory,0.14
2016-03-15T22:18:06,1458047886,update_hourly_cpc,memory,0.14
2016-03-15T22:18:21,1458047901,update_hourly_cpc,cpu,6.00
2016-03-15T22:18:21,1458047901,update_hourly_cpc,memory,0.14
2016-03-15T22:18:21,1458047901,update_hourly_cpa,memory,0.14
2016-03-15T22:18:21,1458047901,update_hourly_cpa,cpu,6.00
2016-03-16T22:53:48,1458136428,update_hourly_cpa,memory,0.14
2016-03-16T22:53:48,1458136428,update_hourly_cpc,cpu,6.00
2016-03-16T22:53:48,1458136428,update_hourly_cpc,memory,0.14
2016-03-16T22:53:48,1458136428,update_hourly_cpa,cpu,6.00
2016-03-16T22:54:04,1458136444,update_hourly_cpa,memory,0.14
2016-03-16T22:54:04,1458136444,update_hourly_cpc,memory,0.14
2016-03-17T08:08:29,1458169709,target_script,memory,43580.00
2016-03-17T08:08:29,1458169709,target_script,cpu,0.00
2016-03-17T08:08:29,1458169709,target_script2,memory,43580.00
2016-03-17T08:08:29,1458169709,target_script2,cpu,0.00
2016-03-17T08:09:29,1458169769,target_script,cpu,6.00
2016-03-17T08:09:29,1458169769,target_script2,memory,0.14
2016-03-17T08:09:29,1458169769,target_script2,cpu,6.00
2016-03-17T08:09:29,1458169769,target_script,memory,0.14
2016-03-17T08:37:29,1458171449,target_script,cpu,6
2016-03-17T08:37:29,1458171449,target_script,memory,0.14
2016-03-17T08:37:29,1458171449,target_script2,cpu,6
2016-03-17T08:37:29,1458171449,target_script2,memory,0.14
2016-03-17T08:37:37,1458171457,target_script2,cpu,6
2016-03-17T08:37:37,1458171457,target_script2,memory,0.14
2016-03-17T08:37:37,1458171457,target_script,cpu,6
2016-03-17T08:37:37,1458171457,target_script,memory,0.14
2016-03-17T08:39:34,1458171574,target_script2,cpu,6
2016-03-17T08:39:34,1458171574,target_script2,memory,0.14
2016-03-17T08:39:34,1458171574,target_script,memory,0.14
2016-03-17T08:39:34,1458171574,target_script,cpu,6
2016-03-17T08:40:36,1458171636,target_script2,cpu,6.01
2016-03-17T08:40:36,1458171636,target_script2,memory,0.14
2016-03-17T08:40:36,1458171636,target_script,cpu,6.01
2016-03-17T08:40:36,1458171636,target_script,memory,0.14
2016-03-17T08:55:18,1458172518,target_script2,cpu,6.01
2016-03-17T08:55:18,1458172518,target_script2,memory,0.14
2016-03-17T08:55:18,1458172518,target_script,memory,0.14
